1,1593.0329983805943,6912.682525839105,1369.007539023256,24,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0
2,1171.7547011225638,5118.538688104047,1087.2556692507474,18,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0
3,1177.9151045065887,5298.615342887487,1464.3453332281986,19,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0
4,1004.4949763977438,5507.9671873770585,2060.330112650189,18,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0
5,1192.6752929721567,4964.3556811286435,996.6732098514105,16,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0
6,1429.9435564184862,5350.940917194942,469.8560550319143,18,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0
7,1507.8381395531467,6316.79286534931,821.4579616167065,22,0,0,2,20,0,2,0,0,0,0,0,0,0,0,0
8,1217.3440857717603,4733.236984060615,935.9151476767033,17,0,0,2,15,0,4,0,0,0,0,0,0,0,0,0
9,609.4739500869351,4746.507950348031,3017.4843570483185,17,0,0,9,8,0,4,0,0,0,0,0,0,0,0,0
10,1384.0335134253928,6066.382715594858,983.3125225915544,21,0,0,3,18,0,4,0,0,0,0,0,0,0,0,0
